104.46,85.27,43.89
14.62,79.9,59.83
107.65,88.28,54
58.12,124.86,32.02
84.6,105.57,42.29
7.85,44.79,39.19
118.14,112.08,0.65
11.71,80.32,9.73
137.89,136.97,21.91
102.85,83.11,46.15
13.52,81.49,0.42
58.53,124.63,33.93
2.65,105.13,2.57
160.93,49.24,20.82
18.66,114.01,6.83
137.99,138.11,8.09
65.81,34.47,18.6
14.71,79.58,0.46
57.05,125.01,31.88
10.06,44.37,9.03
104.99,84.77,44.47
14.29,79.41,60.04
88.19,58.27,2.88
59.65,36.65,22.92
141.62,136.01,25.04
86.33,110.17,35.54
13.47,83.32,10.52
62.5,37.32,20.84
103.65,85.39,45.39
153.77,45.42,20.17
104.37,83.95,45.94
8.54,46.55,8.05
139.32,135.68,22.21
160.31,49.59,21.74
65.89,34.66,29.01
16.56,80.05,59.44
107.75,85.65,55.2
15.23,80.9,59.33
8.71,45.24,8.65
57.02,124.15,32.39
58.54,124.27,32.29
